Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,GCF_001267175_1_ASM126717v1_genomic_gff,GCF_001267195_1_ASM126719v1_genomic_gff,GCF_001267215_1_ASM126721v1_genomic_gff,GCF_001267255_1_ASM126725v1_genomic_gff,GCF_001267275_1_ASM126727v1_genomic_gff,GCF_001267295_1_ASM126729v1_genomic_gff,GCF_001267315_1_ASM126731v1_genomic_gff,GCF_030328955_1_ASM3032895v1_genomic_gff,GCF_030328995_1_ASM3032899v1_genomic_gff,GCF_030329025_1_ASM3032902v1_genomic_gff
WP_053103168.1,,cytochrome c,10,10,1,78,854,,,,449,449,449,9b7e70dc9c6ece2c05dcc2e656b22969_3540,f703f9607fd873072b58ff69da1f6298_3299,7939b8df5802c39c46adb1416b02880c_1186,5b8d0eb8742d50487a1e3a28fa195a18_3221,4291979d325094cc7b4bce3cd2bb2024_2771,a077d878693c9fd52ed3dbbed690b74f_2656,03f798c6314f9895224cd16f8bb35aa0_2564,0cad7609a72f054f1e5a773edfee880c_5016,b950933d1ddb7e03141c7b304a24a0b6_1002,f8e40b63109f8c40a69745e5931a1674_3413
WP_053104854.1,,bifunctional aminoglycoside phosphotransferase/ATP-binding protein,10,10,1,78,2416,,,,1562,1562,1562,9b7e70dc9c6ece2c05dcc2e656b22969_2821,f703f9607fd873072b58ff69da1f6298_3900,7939b8df5802c39c46adb1416b02880c_598,5b8d0eb8742d50487a1e3a28fa195a18_2684,4291979d325094cc7b4bce3cd2bb2024_3313,a077d878693c9fd52ed3dbbed690b74f_3319,03f798c6314f9895224cd16f8bb35aa0_2000,0cad7609a72f054f1e5a773edfee880c_2267,b950933d1ddb7e03141c7b304a24a0b6_3202,f8e40b63109f8c40a69745e5931a1674_2807
putP,,sodium/proline symporter PutP,10,10,1,78,3276,,,,1484,1484,1484,9b7e70dc9c6ece2c05dcc2e656b22969_1415,f703f9607fd873072b58ff69da1f6298_1272,7939b8df5802c39c46adb1416b02880c_3713,5b8d0eb8742d50487a1e3a28fa195a18_777,4291979d325094cc7b4bce3cd2bb2024_633,a077d878693c9fd52ed3dbbed690b74f_535,03f798c6314f9895224cd16f8bb35aa0_546,0cad7609a72f054f1e5a773edfee880c_2862,b950933d1ddb7e03141c7b304a24a0b6_4045,f8e40b63109f8c40a69745e5931a1674_1012
WP_053102522.1,,sulfite exporter TauE/SafE family protein,10,10,1,78,3115,,,,806,806,806,9b7e70dc9c6ece2c05dcc2e656b22969_1557,f703f9607fd873072b58ff69da1f6298_1410,7939b8df5802c39c46adb1416b02880c_3887,5b8d0eb8742d50487a1e3a28fa195a18_633,4291979d325094cc7b4bce3cd2bb2024_863,a077d878693c9fd52ed3dbbed690b74f_675,03f798c6314f9895224cd16f8bb35aa0_745,0cad7609a72f054f1e5a773edfee880c_3976,b950933d1ddb7e03141c7b304a24a0b6_4070,f8e40b63109f8c40a69745e5931a1674_860
gatB,,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB,10,10,1,78,1543,,,,1445,1445,1445,9b7e70dc9c6ece2c05dcc2e656b22969_4710,f703f9607fd873072b58ff69da1f6298_2242,7939b8df5802c39c46adb1416b02880c_2240,5b8d0eb8742d50487a1e3a28fa195a18_4291,4291979d325094cc7b4bce3cd2bb2024_1694,a077d878693c9fd52ed3dbbed690b74f_1526,03f798c6314f9895224cd16f8bb35aa0_3679,0cad7609a72f054f1e5a773edfee880c_1097,b950933d1ddb7e03141c7b304a24a0b6_1457,f8e40b63109f8c40a69745e5931a1674_2097
WP_053102393.1,,glutathione S-transferase N-terminal domain-containing protein,10,10,1,78,3359,,,,659,659,659,9b7e70dc9c6ece2c05dcc2e656b22969_1178,f703f9607fd873072b58ff69da1f6298_1116,7939b8df5802c39c46adb1416b02880c_3557,5b8d0eb8742d50487a1e3a28fa195a18_933,4291979d325094cc7b4bce3cd2bb2024_441,a077d878693c9fd52ed3dbbed690b74f_391,03f798c6314f9895224cd16f8bb35aa0_396,0cad7609a72f054f1e5a773edfee880c_3012,b950933d1ddb7e03141c7b304a24a0b6_3888,f8e40b63109f8c40a69745e5931a1674_1172
leuC,,3-isopropylmalate dehydratase large subunit,10,10,1,78,4059,,,,1424,1424,1424,9b7e70dc9c6ece2c05dcc2e656b22969_946,f703f9607fd873072b58ff69da1f6298_885,7939b8df5802c39c46adb1416b02880c_3326,5b8d0eb8742d50487a1e3a28fa195a18_1164,4291979d325094cc7b4bce3cd2bb2024_181,a077d878693c9fd52ed3dbbed690b74f_158,03f798c6314f9895224cd16f8bb35aa0_158,0cad7609a72f054f1e5a773edfee880c_3287,b950933d1ddb7e03141c7b304a24a0b6_692,f8e40b63109f8c40a69745e5931a1674_1401
WP_053099465.1,,NCS2 family permease,10,10,1,78,4062,,,,1292,1292,1292,9b7e70dc9c6ece2c05dcc2e656b22969_940,f703f9607fd873072b58ff69da1f6298_879,7939b8df5802c39c46adb1416b02880c_3320,5b8d0eb8742d50487a1e3a28fa195a18_1170,4291979d325094cc7b4bce3cd2bb2024_175,a077d878693c9fd52ed3dbbed690b74f_152,03f798c6314f9895224cd16f8bb35aa0_152,0cad7609a72f054f1e5a773edfee880c_3293,b950933d1ddb7e03141c7b304a24a0b6_698,f8e40b63109f8c40a69745e5931a1674_1407
rpoB,,DNA-directed RNA polymerase subunit beta,10,10,1,78,1181,,,,4085,4085,4085,9b7e70dc9c6ece2c05dcc2e656b22969_4085,f703f9607fd873072b58ff69da1f6298_2770,7939b8df5802c39c46adb1416b02880c_1692,5b8d0eb8742d50487a1e3a28fa195a18_3739,4291979d325094cc7b4bce3cd2bb2024_2258,a077d878693c9fd52ed3dbbed690b74f_2126,03f798c6314f9895224cd16f8bb35aa0_3105,0cad7609a72f054f1e5a773edfee880c_305,b950933d1ddb7e03141c7b304a24a0b6_3386,f8e40b63109f8c40a69745e5931a1674_1579
WP_053102829.1,,c-type cytochrome,10,10,1,78,2564,,,,896,896,896,9b7e70dc9c6ece2c05dcc2e656b22969_2573,f703f9607fd873072b58ff69da1f6298_4148,7939b8df5802c39c46adb1416b02880c_350,5b8d0eb8742d50487a1e3a28fa195a18_2432,4291979d325094cc7b4bce3cd2bb2024_3561,a077d878693c9fd52ed3dbbed690b74f_3567,03f798c6314f9895224cd16f8bb35aa0_1752,0cad7609a72f054f1e5a773edfee880c_2017,b950933d1ddb7e03141c7b304a24a0b6_2944,f8e40b63109f8c40a69745e5931a1674_2559
era,,GTPase Era,10,10,1,78,3424,,,,890,890,890,9b7e70dc9c6ece2c05dcc2e656b22969_1082,f703f9607fd873072b58ff69da1f6298_1020,7939b8df5802c39c46adb1416b02880c_3461,5b8d0eb8742d50487a1e3a28fa195a18_1029,4291979d325094cc7b4bce3cd2bb2024_340,a077d878693c9fd52ed3dbbed690b74f_295,03f798c6314f9895224cd16f8bb35aa0_300,0cad7609a72f054f1e5a773edfee880c_3116,b950933d1ddb7e03141c7b304a24a0b6_3784,f8e40b63109f8c40a69745e5931a1674_1268
greA,,transcription elongation factor GreA,10,10,1,78,1563,,,,476,476,476,9b7e70dc9c6ece2c05dcc2e656b22969_4744,f703f9607fd873072b58ff69da1f6298_2208,7939b8df5802c39c46adb1416b02880c_2274,5b8d0eb8742d50487a1e3a28fa195a18_4325,4291979d325094cc7b4bce3cd2bb2024_1660,a077d878693c9fd52ed3dbbed690b74f_1492,03f798c6314f9895224cd16f8bb35aa0_3713,0cad7609a72f054f1e5a773edfee880c_1063,b950933d1ddb7e03141c7b304a24a0b6_1423,f8e40b63109f8c40a69745e5931a1674_2131
WP_053099728.1,,efflux RND transporter periplasmic adaptor subunit,10,10,1,78,3103,,,,1148,1148,1148,9b7e70dc9c6ece2c05dcc2e656b22969_1579,f703f9607fd873072b58ff69da1f6298_1432,7939b8df5802c39c46adb1416b02880c_3937,5b8d0eb8742d50487a1e3a28fa195a18_611,4291979d325094cc7b4bce3cd2bb2024_887,a077d878693c9fd52ed3dbbed690b74f_697,03f798c6314f9895224cd16f8bb35aa0_767,0cad7609a72f054f1e5a773edfee880c_3954,b950933d1ddb7e03141c7b304a24a0b6_4092,f8e40b63109f8c40a69745e5931a1674_838
ftsL,,cell division protein FtsL,10,10,1,78,341,,,,332,332,332,9b7e70dc9c6ece2c05dcc2e656b22969_131,f703f9607fd873072b58ff69da1f6298_135,7939b8df5802c39c46adb1416b02880c_2602,5b8d0eb8742d50487a1e3a28fa195a18_1908,4291979d325094cc7b4bce3cd2bb2024_4047,a077d878693c9fd52ed3dbbed690b74f_4038,03f798c6314f9895224cd16f8bb35aa0_4027,0cad7609a72f054f1e5a773edfee880c_3535,b950933d1ddb7e03141c7b304a24a0b6_2361,f8e40b63109f8c40a69745e5931a1674_4150
phoU,,phosphate signaling complex protein PhoU,10,10,1,78,2405,,,,671,674,673,9b7e70dc9c6ece2c05dcc2e656b22969_2841,f703f9607fd873072b58ff69da1f6298_3880,7939b8df5802c39c46adb1416b02880c_618,5b8d0eb8742d50487a1e3a28fa195a18_2706,4291979d325094cc7b4bce3cd2bb2024_3293,a077d878693c9fd52ed3dbbed690b74f_3299,03f798c6314f9895224cd16f8bb35aa0_2022,0cad7609a72f054f1e5a773edfee880c_2289,b950933d1ddb7e03141c7b304a24a0b6_3220,f8e40b63109f8c40a69745e5931a1674_2827
WP_053100149.1,,FAD-binding protein,10,10,1,78,2721,,,,929,929,929,9b7e70dc9c6ece2c05dcc2e656b22969_2302,f703f9607fd873072b58ff69da1f6298_4392,7939b8df5802c39c46adb1416b02880c_105,5b8d0eb8742d50487a1e3a28fa195a18_2190,4291979d325094cc7b4bce3cd2bb2024_3803,a077d878693c9fd52ed3dbbed690b74f_3809,03f798c6314f9895224cd16f8bb35aa0_1466,0cad7609a72f054f1e5a773edfee880c_1763,b950933d1ddb7e03141c7b304a24a0b6_801,f8e40b63109f8c40a69745e5931a1674_11
WP_286593298.1,,peptidylprolyl isomerase,10,10,1,78,2468,,,,1316,1316,1316,9b7e70dc9c6ece2c05dcc2e656b22969_2736,f703f9607fd873072b58ff69da1f6298_3985,7939b8df5802c39c46adb1416b02880c_513,5b8d0eb8742d50487a1e3a28fa195a18_2599,4291979d325094cc7b4bce3cd2bb2024_3398,a077d878693c9fd52ed3dbbed690b74f_3404,03f798c6314f9895224cd16f8bb35aa0_1915,0cad7609a72f054f1e5a773edfee880c_2180,b950933d1ddb7e03141c7b304a24a0b6_3113,f8e40b63109f8c40a69745e5931a1674_2722
WP_053102849.1,,Glu/Leu/Phe/Val dehydrogenase,10,10,1,78,2531,,,,1289,1289,1289,9b7e70dc9c6ece2c05dcc2e656b22969_2637,f703f9607fd873072b58ff69da1f6298_4084,7939b8df5802c39c46adb1416b02880c_414,5b8d0eb8742d50487a1e3a28fa195a18_2500,4291979d325094cc7b4bce3cd2bb2024_3497,a077d878693c9fd52ed3dbbed690b74f_3503,03f798c6314f9895224cd16f8bb35aa0_1816,0cad7609a72f054f1e5a773edfee880c_2081,b950933d1ddb7e03141c7b304a24a0b6_3010,f8e40b63109f8c40a69745e5931a1674_2623
epd,,erythrose-4-phosphate dehydrogenase,10,10,1,78,2229,,,,1061,1061,1061,9b7e70dc9c6ece2c05dcc2e656b22969_3346,f703f9607fd873072b58ff69da1f6298_3563,7939b8df5802c39c46adb1416b02880c_950,5b8d0eb8742d50487a1e3a28fa195a18_3003,4291979d325094cc7b4bce3cd2bb2024_3004,a077d878693c9fd52ed3dbbed690b74f_2850,03f798c6314f9895224cd16f8bb35aa0_2307,0cad7609a72f054f1e5a773edfee880c_2634,b950933d1ddb7e03141c7b304a24a0b6_548,f8e40b63109f8c40a69745e5931a1674_3189
WP_053105515.1,,methionine synthase,10,10,1,78,3113,,,,1028,1028,1028,9b7e70dc9c6ece2c05dcc2e656b22969_1561,f703f9607fd873072b58ff69da1f6298_1414,7939b8df5802c39c46adb1416b02880c_3891,5b8d0eb8742d50487a1e3a28fa195a18_629,4291979d325094cc7b4bce3cd2bb2024_867,a077d878693c9fd52ed3dbbed690b74f_679,03f798c6314f9895224cd16f8bb35aa0_749,0cad7609a72f054f1e5a773edfee880c_3972,b950933d1ddb7e03141c7b304a24a0b6_4074,f8e40b63109f8c40a69745e5931a1674_856
WP_053102323.1,,LysR family transcriptional regulator,10,10,1,78,4060,,,,878,878,878,9b7e70dc9c6ece2c05dcc2e656b22969_944,f703f9607fd873072b58ff69da1f6298_883,7939b8df5802c39c46adb1416b02880c_3324,5b8d0eb8742d50487a1e3a28fa195a18_1166,4291979d325094cc7b4bce3cd2bb2024_179,a077d878693c9fd52ed3dbbed690b74f_156,03f798c6314f9895224cd16f8bb35aa0_156,0cad7609a72f054f1e5a773edfee880c_3289,b950933d1ddb7e03141c7b304a24a0b6_694,f8e40b63109f8c40a69745e5931a1674_1403
groL,,chaperonin GroEL,10,10,1,78,2727,,,,1640,1649,1640,9b7e70dc9c6ece2c05dcc2e656b22969_2290,f703f9607fd873072b58ff69da1f6298_4404,7939b8df5802c39c46adb1416b02880c_93,5b8d0eb8742d50487a1e3a28fa195a18_2178,4291979d325094cc7b4bce3cd2bb2024_3815,a077d878693c9fd52ed3dbbed690b74f_3821,03f798c6314f9895224cd16f8bb35aa0_1454,0cad7609a72f054f1e5a773edfee880c_1751,b950933d1ddb7e03141c7b304a24a0b6_813,f8e40b63109f8c40a69745e5931a1674_23
WP_053100484.1,,HlyD family efflux transporter periplasmic adaptor subunit,10,10,1,78,2463,,,,965,968,965,9b7e70dc9c6ece2c05dcc2e656b22969_2746,f703f9607fd873072b58ff69da1f6298_3975,7939b8df5802c39c46adb1416b02880c_523,5b8d0eb8742d50487a1e3a28fa195a18_2609,4291979d325094cc7b4bce3cd2bb2024_3388,a077d878693c9fd52ed3dbbed690b74f_3394,03f798c6314f9895224cd16f8bb35aa0_1925,0cad7609a72f054f1e5a773edfee880c_2190,b950933d1ddb7e03141c7b304a24a0b6_3123,f8e40b63109f8c40a69745e5931a1674_2732
WP_053102766.1,,uracil-xanthine permease family protein,10,10,1,78,2677,,,,1265,1265,1265,9b7e70dc9c6ece2c05dcc2e656b22969_2360,f703f9607fd873072b58ff69da1f6298_4360,7939b8df5802c39c46adb1416b02880c_137,5b8d0eb8742d50487a1e3a28fa195a18_2222,4291979d325094cc7b4bce3cd2bb2024_3771,a077d878693c9fd52ed3dbbed690b74f_3777,03f798c6314f9895224cd16f8bb35aa0_1542,0cad7609a72f054f1e5a773edfee880c_1795,b950933d1ddb7e03141c7b304a24a0b6_1783,f8e40b63109f8c40a69745e5931a1674_2349
trkA,,Trk system potassium transporter TrkA,10,10,1,78,2193,,,,1373,1373,1373,9b7e70dc9c6ece2c05dcc2e656b22969_3412,f703f9607fd873072b58ff69da1f6298_3455,7939b8df5802c39c46adb1416b02880c_1058,5b8d0eb8742d50487a1e3a28fa195a18_3099,4291979d325094cc7b4bce3cd2bb2024_2910,a077d878693c9fd52ed3dbbed690b74f_2776,03f798c6314f9895224cd16f8bb35aa0_2404,0cad7609a72f054f1e5a773edfee880c_4531,b950933d1ddb7e03141c7b304a24a0b6_1933,f8e40b63109f8c40a69745e5931a1674_3263
WP_231692552.1,,flavin monoamine oxidase family protein,10,10,1,78,3278,,,,1604,1604,1604,9b7e70dc9c6ece2c05dcc2e656b22969_1411,f703f9607fd873072b58ff69da1f6298_1268,7939b8df5802c39c46adb1416b02880c_3709,5b8d0eb8742d50487a1e3a28fa195a18_781,4291979d325094cc7b4bce3cd2bb2024_629,a077d878693c9fd52ed3dbbed690b74f_531,03f798c6314f9895224cd16f8bb35aa0_542,0cad7609a72f054f1e5a773edfee880c_2866,b950933d1ddb7e03141c7b304a24a0b6_4041,f8e40b63109f8c40a69745e5931a1674_1016
WP_053103641.1,,5-formyltetrahydrofolate cyclo-ligase,10,10,1,78,2461,,,,611,647,614,9b7e70dc9c6ece2c05dcc2e656b22969_2750,f703f9607fd873072b58ff69da1f6298_3971,7939b8df5802c39c46adb1416b02880c_527,5b8d0eb8742d50487a1e3a28fa195a18_2613,4291979d325094cc7b4bce3cd2bb2024_3384,a077d878693c9fd52ed3dbbed690b74f_3390,03f798c6314f9895224cd16f8bb35aa0_1929,0cad7609a72f054f1e5a773edfee880c_2194,b950933d1ddb7e03141c7b304a24a0b6_3127,f8e40b63109f8c40a69745e5931a1674_2736
pheA,,prephenate dehydratase,10,10,1,78,3234,,,,1094,1094,1094,9b7e70dc9c6ece2c05dcc2e656b22969_1498,f703f9607fd873072b58ff69da1f6298_1355,7939b8df5802c39c46adb1416b02880c_3802,5b8d0eb8742d50487a1e3a28fa195a18_694,4291979d325094cc7b4bce3cd2bb2024_722,a077d878693c9fd52ed3dbbed690b74f_620,03f798c6314f9895224cd16f8bb35aa0_636,0cad7609a72f054f1e5a773edfee880c_2777,b950933d1ddb7e03141c7b304a24a0b6_74,f8e40b63109f8c40a69745e5931a1674_927
WP_053100056.1,,3-deoxy-7-phosphoheptulonate synthase,10,10,1,78,2807,,,,1073,1079,1074,9b7e70dc9c6ece2c05dcc2e656b22969_2138,f703f9607fd873072b58ff69da1f6298_1971,7939b8df5802c39c46adb1416b02880c_4470,5b8d0eb8742d50487a1e3a28fa195a18_70,4291979d325094cc7b4bce3cd2bb2024_1414,a077d878693c9fd52ed3dbbed690b74f_1232,03f798c6314f9895224cd16f8bb35aa0_1304,0cad7609a72f054f1e5a773edfee880c_920,b950933d1ddb7e03141c7b304a24a0b6_1280,f8e40b63109f8c40a69745e5931a1674_314
nrdA,,ribonucleoside-diphosphate reductase subunit alpha,10,10,1,78,2588,,,,2267,2267,2267,9b7e70dc9c6ece2c05dcc2e656b22969_2516,f703f9607fd873072b58ff69da1f6298_4205,7939b8df5802c39c46adb1416b02880c_293,5b8d0eb8742d50487a1e3a28fa195a18_2375,4291979d325094cc7b4bce3cd2bb2024_3618,a077d878693c9fd52ed3dbbed690b74f_3624,03f798c6314f9895224cd16f8bb35aa0_1695,0cad7609a72f054f1e5a773edfee880c_1960,b950933d1ddb7e03141c7b304a24a0b6_2887,f8e40b63109f8c40a69745e5931a1674_2502
WP_053102493.1,,short-chain fatty acid transporter,10,10,1,78,3243,,,,1313,1313,1313,9b7e70dc9c6ece2c05dcc2e656b22969_1480,f703f9607fd873072b58ff69da1f6298_1337,7939b8df5802c39c46adb1416b02880c_3784,5b8d0eb8742d50487a1e3a28fa195a18_712,4291979d325094cc7b4bce3cd2bb2024_704,a077d878693c9fd52ed3dbbed690b74f_602,03f798c6314f9895224cd16f8bb35aa0_618,0cad7609a72f054f1e5a773edfee880c_2795,b950933d1ddb7e03141c7b304a24a0b6_56,f8e40b63109f8c40a69745e5931a1674_945
WP_053101420.1,,phosphate-starvation-inducible PsiE family protein,10,10,1,78,521,,,,503,503,503,9b7e70dc9c6ece2c05dcc2e656b22969_4885,f703f9607fd873072b58ff69da1f6298_2067,7939b8df5802c39c46adb1416b02880c_2415,5b8d0eb8742d50487a1e3a28fa195a18_4466,4291979d325094cc7b4bce3cd2bb2024_1519,a077d878693c9fd52ed3dbbed690b74f_1343,03f798c6314f9895224cd16f8bb35aa0_3846,0cad7609a72f054f1e5a773edfee880c_21,b950933d1ddb7e03141c7b304a24a0b6_2071,f8e40b63109f8c40a69745e5931a1674_2270
sdhA,,succinate dehydrogenase flavoprotein subunit,10,10,1,78,2918,,,,1772,1772,1772,9b7e70dc9c6ece2c05dcc2e656b22969_1939,f703f9607fd873072b58ff69da1f6298_1784,7939b8df5802c39c46adb1416b02880c_4293,5b8d0eb8742d50487a1e3a28fa195a18_247,4291979d325094cc7b4bce3cd2bb2024_1243,a077d878693c9fd52ed3dbbed690b74f_1055,03f798c6314f9895224cd16f8bb35aa0_1123,0cad7609a72f054f1e5a773edfee880c_751,b950933d1ddb7e03141c7b304a24a0b6_1099,f8e40b63109f8c40a69745e5931a1674_483
group_3436,trpB,tryptophan synthase subunit beta,10,10,1,78,3413,,,,1205,1205,1205,9b7e70dc9c6ece2c05dcc2e656b22969_1102,f703f9607fd873072b58ff69da1f6298_1040,7939b8df5802c39c46adb1416b02880c_3481,5b8d0eb8742d50487a1e3a28fa195a18_1009,4291979d325094cc7b4bce3cd2bb2024_360,a077d878693c9fd52ed3dbbed690b74f_315,03f798c6314f9895224cd16f8bb35aa0_320,0cad7609a72f054f1e5a773edfee880c_3096,b950933d1ddb7e03141c7b304a24a0b6_3804,f8e40b63109f8c40a69745e5931a1674_1248
dnaJ,,molecular chaperone DnaJ,10,10,1,78,1558,,,,1127,1127,1127,9b7e70dc9c6ece2c05dcc2e656b22969_4734,f703f9607fd873072b58ff69da1f6298_2218,7939b8df5802c39c46adb1416b02880c_2264,5b8d0eb8742d50487a1e3a28fa195a18_4315,4291979d325094cc7b4bce3cd2bb2024_1670,a077d878693c9fd52ed3dbbed690b74f_1502,03f798c6314f9895224cd16f8bb35aa0_3703,0cad7609a72f054f1e5a773edfee880c_1073,b950933d1ddb7e03141c7b304a24a0b6_1433,f8e40b63109f8c40a69745e5931a1674_2121
WP_053102576.1,,50S ribosomal protein L25/general stress protein Ctc,10,10,1,78,3037,,,,647,647,647,9b7e70dc9c6ece2c05dcc2e656b22969_1714,f703f9607fd873072b58ff69da1f6298_1565,7939b8df5802c39c46adb1416b02880c_4072,5b8d0eb8742d50487a1e3a28fa195a18_474,4291979d325094cc7b4bce3cd2bb2024_1022,a077d878693c9fd52ed3dbbed690b74f_832,03f798c6314f9895224cd16f8bb35aa0_902,0cad7609a72f054f1e5a773edfee880c_3817,b950933d1ddb7e03141c7b304a24a0b6_4227,f8e40b63109f8c40a69745e5931a1674_701
def,,peptide deformylase,10,10,1,78,2190,,,,509,509,509,9b7e70dc9c6ece2c05dcc2e656b22969_3418,f703f9607fd873072b58ff69da1f6298_3449,7939b8df5802c39c46adb1416b02880c_1064,5b8d0eb8742d50487a1e3a28fa195a18_3105,4291979d325094cc7b4bce3cd2bb2024_2904,a077d878693c9fd52ed3dbbed690b74f_2770,03f798c6314f9895224cd16f8bb35aa0_2410,0cad7609a72f054f1e5a773edfee880c_4537,b950933d1ddb7e03141c7b304a24a0b6_1939,f8e40b63109f8c40a69745e5931a1674_3269
pepP,,Xaa-Pro aminopeptidase,10,10,1,78,2455,,,,1316,1316,1316,9b7e70dc9c6ece2c05dcc2e656b22969_2761,f703f9607fd873072b58ff69da1f6298_3960,7939b8df5802c39c46adb1416b02880c_538,5b8d0eb8742d50487a1e3a28fa195a18_2624,4291979d325094cc7b4bce3cd2bb2024_3373,a077d878693c9fd52ed3dbbed690b74f_3379,03f798c6314f9895224cd16f8bb35aa0_1940,0cad7609a72f054f1e5a773edfee880c_2205,b950933d1ddb7e03141c7b304a24a0b6_3138,f8e40b63109f8c40a69745e5931a1674_2747
WP_053102114.1,,"PQQ-dependent dehydrogenase, methanol/ethanol family",10,10,1,78,1639,,,,2066,2066,2066,9b7e70dc9c6ece2c05dcc2e656b22969_63,f703f9607fd873072b58ff69da1f6298_65,7939b8df5802c39c46adb1416b02880c_2526,5b8d0eb8742d50487a1e3a28fa195a18_2016,4291979d325094cc7b4bce3cd2bb2024_3975,a077d878693c9fd52ed3dbbed690b74f_3966,03f798c6314f9895224cd16f8bb35aa0_3957,0cad7609a72f054f1e5a773edfee880c_3465,b950933d1ddb7e03141c7b304a24a0b6_2293,f8e40b63109f8c40a69745e5931a1674_4222
WP_053102461.1,,ABC transporter substrate-binding protein,10,10,1,78,3298,,,,632,632,632,9b7e70dc9c6ece2c05dcc2e656b22969_1363,f703f9607fd873072b58ff69da1f6298_1220,7939b8df5802c39c46adb1416b02880c_3661,5b8d0eb8742d50487a1e3a28fa195a18_829,4291979d325094cc7b4bce3cd2bb2024_584,a077d878693c9fd52ed3dbbed690b74f_489,03f798c6314f9895224cd16f8bb35aa0_494,0cad7609a72f054f1e5a773edfee880c_2916,b950933d1ddb7e03141c7b304a24a0b6_3991,f8e40b63109f8c40a69745e5931a1674_1064
hslV,,ATP-dependent protease subunit HslV,10,10,1,78,2615,,,,530,530,530,9b7e70dc9c6ece2c05dcc2e656b22969_2462,f703f9607fd873072b58ff69da1f6298_4259,7939b8df5802c39c46adb1416b02880c_239,5b8d0eb8742d50487a1e3a28fa195a18_2321,4291979d325094cc7b4bce3cd2bb2024_3672,a077d878693c9fd52ed3dbbed690b74f_3678,03f798c6314f9895224cd16f8bb35aa0_1641,0cad7609a72f054f1e5a773edfee880c_1906,b950933d1ddb7e03141c7b304a24a0b6_1856,f8e40b63109f8c40a69745e5931a1674_2448
WP_053103363.1,,response regulator,10,10,1,78,1274,,,,629,629,629,9b7e70dc9c6ece2c05dcc2e656b22969_4223,f703f9607fd873072b58ff69da1f6298_2630,7939b8df5802c39c46adb1416b02880c_1832,5b8d0eb8742d50487a1e3a28fa195a18_3879,4291979d325094cc7b4bce3cd2bb2024_2118,a077d878693c9fd52ed3dbbed690b74f_1986,03f798c6314f9895224cd16f8bb35aa0_3245,0cad7609a72f054f1e5a773edfee880c_1511,b950933d1ddb7e03141c7b304a24a0b6_3532,f8e40b63109f8c40a69745e5931a1674_1719
WP_053101555.1,,glyceraldehyde-3-phosphate dehydrogenase,10,10,1,78,446,,,,1448,1448,1448,9b7e70dc9c6ece2c05dcc2e656b22969_241,f703f9607fd873072b58ff69da1f6298_245,7939b8df5802c39c46adb1416b02880c_2712,5b8d0eb8742d50487a1e3a28fa195a18_1798,4291979d325094cc7b4bce3cd2bb2024_4171,a077d878693c9fd52ed3dbbed690b74f_4146,03f798c6314f9895224cd16f8bb35aa0_4177,0cad7609a72f054f1e5a773edfee880c_688,b950933d1ddb7e03141c7b304a24a0b6_2485,f8e40b63109f8c40a69745e5931a1674_4044
WP_053103357.1,,sodium:proline symporter,10,10,1,78,1263,,,,1634,1634,1634,9b7e70dc9c6ece2c05dcc2e656b22969_4201,f703f9607fd873072b58ff69da1f6298_2652,7939b8df5802c39c46adb1416b02880c_1810,5b8d0eb8742d50487a1e3a28fa195a18_3857,4291979d325094cc7b4bce3cd2bb2024_2140,a077d878693c9fd52ed3dbbed690b74f_2008,03f798c6314f9895224cd16f8bb35aa0_3223,0cad7609a72f054f1e5a773edfee880c_1533,b950933d1ddb7e03141c7b304a24a0b6_3510,f8e40b63109f8c40a69745e5931a1674_1697
WP_053103423.1,,c-type cytochrome,10,10,1,78,1390,,,,1010,1010,1010,9b7e70dc9c6ece2c05dcc2e656b22969_4425,f703f9607fd873072b58ff69da1f6298_2428,7939b8df5802c39c46adb1416b02880c_2034,5b8d0eb8742d50487a1e3a28fa195a18_4081,4291979d325094cc7b4bce3cd2bb2024_1916,a077d878693c9fd52ed3dbbed690b74f_1784,03f798c6314f9895224cd16f8bb35aa0_3455,0cad7609a72f054f1e5a773edfee880c_1283,b950933d1ddb7e03141c7b304a24a0b6_1633,f8e40b63109f8c40a69745e5931a1674_1925
sixA,,phosphohistidine phosphatase SixA,10,10,1,78,3357,,,,485,485,485,9b7e70dc9c6ece2c05dcc2e656b22969_1182,f703f9607fd873072b58ff69da1f6298_1120,7939b8df5802c39c46adb1416b02880c_3561,5b8d0eb8742d50487a1e3a28fa195a18_929,4291979d325094cc7b4bce3cd2bb2024_445,a077d878693c9fd52ed3dbbed690b74f_395,03f798c6314f9895224cd16f8bb35aa0_400,0cad7609a72f054f1e5a773edfee880c_3008,b950933d1ddb7e03141c7b304a24a0b6_3892,f8e40b63109f8c40a69745e5931a1674_1168
